smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CC1CC1CC1CO1,5.35076,0.97792,0.91174,1.6974,75.9,-0.2581,0.0933,0.3513,1324.7357,0.17622,-348.97084,-348.962165,-348.961221,-349.00478,31.675,-1867.203858,-1879.535665,-1890.798196,-1735.002772,5.107638889,5.107638889,0.67125,0.67125,0.492192951,51.375,112.172,100.076,112.088815,46,0,0.08122577,-0.37311928,0.37311928,0.08122577,1.625,2.25,2.625,16.57902388,10.19101138,2.375938269,-1.863885514,2.42831044,-1.864137186,4.86916356,0.383517886,2.522302271,1.693630522,96.55994822,5.560477932,5.261619442,5.261619442,3.860173345,3.47630245,3.47630245,3.164109862,3.164109862,2.244152444,2.244152444,1.269304586,1.269304586,-0.04,186.6503681,4.803032526,1.471945588,0.872970584,50.03078664,4.736862954,0,0,0,0,0,0,0,0,0,6.9237372,24.67745534,0,12.71084835,4.736862954,0,0,0,11.83581209,25.86934683,6.606881965,0,0,0,0,0,0,0,12.71084835,4.736862954,11.83581209,19.76538045,0,0,0,0,12.53,0,0,0,0,6.103966388,18.44269406,12.84164325,0,0,6.9237372,4.736862954,5.107638889,0,0,0,0,2.043240741,0,3.477824074,3.371296296,0,1,8,0,1,1,1,2,0,0,0,1,0,1,2,1,1,2,2,1.4313,31.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CCC1CCC1,4.31538,0.62434,0.56923,1.4159,90.07,-0.2602,0.0734,0.3337,2030.2053,0.228065,-389.488423,-389.477865,-389.476921,-389.524827,39.181,-2287.458558,-2303.052156,-2317.27904,-2120.934612,8.920864512,8.920864512,0.078148148,-0.078148148,0.615571747,23.33333333,128.215,112.087,128.1201151,54,0,0.051176879,-0.393419084,0.393419084,0.051176879,1.555555556,2.222222222,2.555555556,16.26467547,9.815390523,2.164125596,-2.249291211,2.300855706,-2.127240176,4.693486858,0.159703978,1.599818237,1.914080076,74.63682062,6.690234444,6.13744804,6.13744804,4.2876937,3.968542321,3.968542321,3.223300699,3.223300699,2.217434408,2.217434408,1.258378941,1.258378941,-0.04,75.19145712,7.071607143,3.21003996,2.353880867,57.08224843,5.106527395,0,0,0,0,0,0,0,0,0,19.26246487,25.68328649,0,6.103966388,5.106527395,0,0,0,5.917906046,45.1318117,0,0,0,0,0,0,0,0,11.21049378,0,5.917906046,39.02784531,0,0,0,0,20.23,0,0,0,6.103966388,0,12.33872767,25.68328649,0,6.9237372,0,5.106527395,0,0,0,8.920864512,0,0.957962963,0,6.414162887,1.873676304,0,1,9,1,1,1,0,1,0,0,0,1,1,1,3,1,0,1,1,1.9475,38.2558,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1OC11CCCCC1,3.24931,1.17702,1.00133,1.6397,85.85,-0.251,0.083,0.3339,1300.4799,0.207076,-388.308122,-388.299292,-388.298348,-388.341281,34.841,-2174.660677,-2189.561506,-2202.602398,-2019.471427,5.545277778,5.545277778,0.387152778,0.387152778,0.452745761,39,126.199,112.087,126.1044651,52,0,0.094508706,-0.366364363,0.366364363,0.094508706,1.222222222,1.777777778,2.111111111,16.61297796,9.868541065,2.522662981,-2.166809775,2.470073411,-2.169649173,5.008307757,0.233914609,2.443960974,1.968396701,113.7360429,6.319990956,6.021132466,6.021132466,4.334933866,4.012958591,4.012958591,3.385514382,3.385514382,2.795041075,2.795041075,1.992657185,1.992657185,-0.04,244.3960974,5.722890921,1.722932883,0.786554683,56.39572875,4.736862954,0,0,0,0,0,0,0,0,0,19.26246487,19.76538045,0,11.7050172,4.736862954,0,0,0,0,50.73286251,0,0,0,0,0,0,0,0,11.7050172,4.736862954,0,39.02784531,0,0,0,0,12.53,0,0,0,0,11.7050172,0,32.10410811,0,0,6.9237372,4.736862954,5.545277778,0,0,0,0.387152778,0,0,7.451180556,2.199722222,0,1,9,0,1,1,1,2,0,0,0,1,0,1,0,1,1,2,2,2.108,36.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1C2COC3C2C13C,2.55262,1.87938,1.49997,0.8388,78.12,-0.1925,0.0937,0.2861,981.108,0.171467,-403.101988,-403.094045,-403.093101,-403.133823,31.68,-1897.048186,-1909.839329,-1921.101233,-1760.776449,5.520648148,5.520648148,0.475115741,0.475115741,0.454618317,69.33333333,125.171,114.083,125.084064,50,0,0.082315578,-0.374218448,0.374218448,0.082315578,1.666666667,2.444444444,2.777777778,16.51391304,9.961352442,2.80423382,-2.437039247,2.658300835,-2.57169995,5.332663616,-0.044535317,2.23447576,2.030992629,155.4903018,6.223614639,5.794619475,5.794619475,4.259872254,3.605661904,3.605661904,3.683792717,3.683792717,3.58645376,3.58645376,2.72573759,2.72573759,-0.08,218.9786244,4.69212897,0.955781681,0.256123213,54.78478915,4.736862954,0,0,0,0,0,4.899909731,0,0,0,0,13.97140918,11.95974688,18.2497736,4.736862954,0,0,4.899909731,5.917906046,24.60846967,13.65455395,0,0,0,0,0,0,0,36.23919615,4.736862954,5.917906046,6.9237372,0,0,0,0,12.47,0,0,0,0,11.64289164,18.56662884,0,0,0,18.87131891,4.736862954,5.520648148,0,2.46412037,0,0.475115741,0.905092593,0.777777778,0.604166667,3.291087963,2.211990741,1,9,0,2,1,2,3,0,0,0,2,0,2,0,1,2,3,3,0.0877,33.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1c2c(on1)C(=O)NC2,3.35896,1.67055,1.12353,5.7563,65.44,-0.2674,-0.0526,0.2148,976.1078,0.092102,-452.763404,-452.756847,-452.755903,-452.794574,24.641,-1400.331514,-1407.771261,-1414.882193,-1309.876719,10.68175926,10.68175926,0.164351852,-0.164351852,0.525795586,15.33333333,124.099,120.067,124.0272774,46,0,0.290030254,-0.350677346,0.350677346,0.290030254,1.777777778,2.666666667,3.444444444,16.46412745,10.31106978,2.222863555,-1.829071367,2.119923122,-2.121829916,5.946761208,0.093133987,2.35255791,2.611773687,253.2156029,6.267584714,4.548167227,4.548167227,4.377010098,2.594803282,2.594803282,1.862835882,1.862835882,1.289809282,1.289809282,0.828917272,0.828917272,-1.32,228.1981172,4.548568031,1.340400641,0.468062284,50.83217403,9.839883541,0,0,5.760247419,5.907179729,0,4.794537184,0,0,0,5.156663257,0,12.1082079,6.196843572,9.317632121,5.907179729,0,10.47345186,0,6.544756406,0,17.52054248,0,0,5.316788604,0,0,0,11.06384299,6.544756406,0,16.11823609,10.71993851,0,0,0,55.13,0,4.794537184,0,5.907179729,12.30500382,5.563451492,0,6.196843572,0,14.9965468,0,4.626157407,0,10.68175926,6.050648148,0.847222222,0.19212963,0,1.548842593,0.553240741,0,0.2,9,1,4,0,1,1,0,1,1,3,1,4,0,0,0,0,2,-0.082,27.6732,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC(=O)C(=O)C1CN1,4.42534,1.42427,1.16644,2.5265,60.33,-0.2494,-0.0741,0.1753,988.0053,0.107518,-415.879475,-415.871643,-415.870699,-415.912205,27.864,-1376.672542,-1384.20014,-1391.904696,-1282.952818,10.36805556,10.36805556,0.270833333,-0.847222222,0.321910358,24.75,114.104,108.056,114.0429274,44,0,0.286043491,-0.363006034,0.363006034,0.286043491,1.625,2.125,2.25,16.1811577,10.28258241,2.313226804,-1.832613785,1.955374826,-2.279760236,6.378647169,-0.135133992,2.428986078,2.446834026,138.9737366,6.14626437,4.1783039,4.1783039,3.715214055,2.286075375,2.286075375,1.689335688,1.689335688,0.967589175,0.967589175,0.416042652,0.416042652,-0.9,116.5913317,5.24084507,1.555347515,0.840417606,46.0410433,11.05045608,0,0,5.783244946,5.907179729,0,9.589074368,0,0,0,0,0,6.544756406,6.041840829,9.589074368,11.69042468,0,5.316788604,5.733667477,6.041840829,6.544756406,0,0,0,11.05045608,0,0,0,24.27702191,9.589074368,0,0,0,0,0,0,82.1,11.69042468,9.589074368,0,6.041840829,6.544756406,0,0,0,0,11.05045608,0,0,0,20.38148148,2.665092593,4.648425926,-1.356481481,-0.270833333,0,0.598981481,0,0.5,8,3,4,0,1,1,0,0,0,3,2,4,2,0,1,1,1,-1.9874,25.9921,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=CCC1C2N1CC2=O,3.29126,1.09687,1.02648,3.0349,69.78,-0.2515,-0.0421,0.2094,1181.7666,0.12278,-437.854574,-437.846427,-437.845482,-437.88857,29.464,-1605.803061,-1614.911354,-1623.800647,-1497.373271,10.59962963,10.59962963,0.148333333,0.148333333,0.35830734,45.33333333,125.127,118.071,125.0476785,48,0,0.165057578,-0.303336524,0.303336524,0.165057578,1.777777778,2.555555556,2.888888889,16.14850315,10.15508562,2.597673898,-2.072565788,2.382130111,-2.313361331,5.968515303,-0.123359363,2.362336523,1.940798075,177.8966738,6.43072142,4.909974546,4.909974546,4.342535255,3.064510391,3.064510391,2.553200178,2.553200178,2.064029384,2.064029384,1.470030224,1.470030224,-0.7,186.6245853,5.113966933,1.416876131,0.497602465,52.63517716,4.794537184,6.286160523,5.783244946,0,0,0,9.694446915,0,0,0,0,0,12.46266245,12.58659724,9.589074368,12.06940547,0,4.899909731,0,18.50450328,6.544756406,0,0,0,0,0,0,0,35.59775326,9.589074368,0,6.420821623,0,0,0,0,37.15,0,9.589074368,0,12.08368166,18.74882298,6.286160523,0,0,4.899909731,0,0,0,0,22.58092593,0,0,0.307268519,0.43537037,1.423287037,0.586481481,0,0.666666667,9,0,3,0,2,2,0,0,0,3,0,3,2,0,2,2,2,-0.7891,29.97,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1C2(C)CC(O)C12O,1.9673,1.47648,1.37919,0.8498,79.37,-0.2376,0.0735,0.3111,1140.1587,0.180213,-424.199181,-424.189204,-424.18826,-424.233067,37.849,-1969.965987,-1982.369329,-1994.22423,-1828.347873,9.533564815,9.533564815,0.061921296,-0.701388889,0.486832011,70.66666667,128.171,116.075,128.0837296,52,0,0.099441214,-0.39007363,0.39007363,0.099441214,1.555555556,2.111111111,2.111111111,16.3596809,9.805147212,2.818001438,-2.333578744,2.739814578,-2.446900766,5.311958823,-0.100884734,2.128403443,2.271256292,168.2990861,6.86180732,5.756234511,5.756234511,4.032527623,3.436983042,3.436983042,3.684420781,3.684420781,3.572810623,3.572810623,2.36283824,2.36283824,-0.08,125.5758031,5.68580385,1.059485717,0.310059767,54.50570891,10.21305479,0,0,0,0,0,0,0,0,0,13.8474744,12.33872767,5.414990469,11.7050172,10.21305479,0,0,0,11.33289652,31.97331322,0,0,0,0,0,0,0,0,21.91807199,0,11.33289652,20.26829602,0,0,0,0,40.46,11.7050172,5.106527395,0,5.414990469,5.917906046,6.420821623,0,0,13.8474744,0,5.106527395,0,0,0,18.63655093,-0.639467593,0.305555556,0,0.335648148,4.02837963,0,1,9,2,2,2,0,2,0,0,0,2,2,2,0,2,0,2,2,0.1381,32.8446,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCC#CC1CNC1=O,4.03782,0.68774,0.62469,2.949,76.33,-0.2435,0.0168,0.2603,1735.4826,0.12339,-437.86503,-437.855599,-437.854655,-437.901986,32.249,-1612.364295,-1620.666867,-1629.556787,-1505.791932,10.4411489,10.4411489,0.031527778,-0.169305556,0.313012955,23.22222222,125.127,118.071,125.0476785,48,0,0.236536878,-0.383655343,0.383655343,0.236536878,1.888888889,2.666666667,3,16.2493638,10.03737463,2.241319564,-2.195588826,2.007344748,-2.472156785,5.867216188,-0.128146516,1.860816077,2.362303907,177.2322193,6.690234444,4.847025718,4.847025718,4.342535255,2.713057252,2.713057252,1.776965614,1.776965614,1.152256699,1.152256699,0.572879056,0.572879056,-1.01,102.3448842,6.115156446,2.513042562,1.210709362,53.06297387,10.423316,12.52478801,0,5.907179729,0,0,4.794537184,0,0,0,11.84086864,0,6.544756406,0,9.901064579,5.907179729,0,5.316788604,5.917906046,0,13.15163837,0,0,11.84086864,5.316788604,0,0,0,24.16534549,4.794537184,17.75877468,0,0,0,0,0,49.33,0,4.794537184,0,18.43196774,6.544756406,0,0,0,0,17.15765724,5.106527395,0,0,10.4411489,10.7600085,0,4.830972222,0,0,0.46787037,0,0.5,9,2,3,0,1,1,0,0,0,2,2,3,0,0,1,1,1,-1.2719,31.3615,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1C2CC(O)C12,2.40003,1.31655,1.09502,1.5976,85.5,-0.2484,0.0707,0.3192,1257.2549,0.205063,-388.264645,-388.254986,-388.254041,-388.29898,37.196,-2147.378469,-2161.759092,-2174.799357,-1992.927168,9.177407407,9.177407407,0.071666667,0.071666667,0.560649475,54.66666667,126.199,112.087,126.1044651,52,0,0.057643993,-0.392808399,0.392808399,0.057643993,1.444444444,2.111111111,2.222222222,16.2707588,9.968108324,2.624795321,-2.162464938,2.634402672,-2.202007082,5.107477952,0.079680911,2.349442313,1.945443233,130.529325,6.593858127,6.041071723,6.041071723,4.215214055,3.896062676,3.896062676,3.86562199,3.86562199,3.020092724,3.020092724,2.463252053,2.463252053,-0.04,166.8104042,5.722890921,1.513790491,0.58632838,56.07641727,5.106527395,0,0,0,0,0,0,0,0,0,13.8474744,30.09244581,0,6.103966388,5.106527395,0,0,0,23.67162418,26.37226241,0,0,0,0,0,0,0,0,11.21049378,0,23.67162418,20.26829602,0,0,0,0,20.23,0,5.106527395,0,6.103966388,5.917906046,24.17453976,0,0,0,13.8474744,0,0,0,0,9.177407407,0,3.307546296,0,1.162453704,4.519259259,0,1,9,1,1,2,0,2,0,0,0,1,1,1,1,2,0,2,2,1.2692,35.9318,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCC1NCC1=NO,3.75804,0.84913,0.73271,1.3574,76.93,-0.2268,-0.0015,0.2253,1539.2234,0.157662,-456.254939,-456.2451,-456.244156,-456.290717,34.611,-1707.746291,-1718.457869,-1729.126777,-1580.070172,8.275475246,8.275475246,0.138888889,0.138888889,0.388722643,30.33333333,130.147,120.067,130.0742276,52,0,0.090049602,-0.410817311,0.410817311,0.090049602,2,2.777777778,3.111111111,16.46462951,10.06786526,2.244392315,-2.271106538,1.981945473,-2.556669074,5.955974571,0.175827105,1.817054982,2.274704207,124.1264024,6.690234444,5.294239313,5.294239313,4.380540058,2.813235564,2.813235564,1.980165973,1.980165973,1.39359622,1.39359622,0.764520011,0.764520011,-0.61,99.93802398,6.509189511,2.795213979,1.197459447,53.50019048,15.26090458,0,0,0,0,0,0,0,0,0,5.155712727,0,13.65455395,18.3604078,9.944115979,5.711685003,0,5.316788604,5.155712727,6.041840829,20.26143591,0,0,0,5.316788604,0,0,0,37.22221477,4.736862954,0,0,5.155712727,0,0,0,53.85,0,0,0,6.041840829,13.15163837,5.711685003,0,7.109797541,0,10.47250133,9.944115979,4.82337963,0,0,14.37505858,0.774861111,0,0.138888889,0,1.267777778,1.620034014,0.8,9,2,4,0,1,1,0,0,0,4,2,4,2,0,1,1,1,-0.5652,32.8882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1C(C)C(=NO)C1O,2.12825,1.51126,1.03841,1.0154,78.21,-0.2501,-0.002,0.248,1212.9538,0.168609,-440.235,-440.225059,-440.224115,-440.269469,37.044,-1843.83856,-1855.375313,-1866.637217,-1708.963658,9.055833333,9.055833333,0.240740741,-0.509259259,0.368593368,47,129.159,118.071,129.0789786,52,0,0.098820592,-0.41081857,0.41081857,0.098820592,1.444444444,2,2.222222222,16.43656789,9.713930239,2.403192285,-2.368599946,2.301823213,-2.485957654,5.956234821,0.104674177,1.887846272,2.618768173,131.9932866,7.016507858,5.573691594,5.573691594,4.180739213,3.080523162,3.080523162,2.617494757,2.617494757,2.171732421,2.171732421,1.113152494,1.113152494,-0.57,98.16800615,6.548623962,1.988238606,0.721097017,53.99595894,10.31378042,0,0,0,0,0,0,0,0,0,19.00318713,5.917906046,5.917906046,11.81565139,10.31378042,5.711685003,0,0,16.99152482,19.95144079,0,0,0,0,0,0,0,0,22.12943181,0,11.83581209,13.8474744,5.155712727,0,0,0,52.82,6.103966388,0,0,11.83581209,5.711685003,0,0,0,13.8474744,5.155712727,10.31378042,0,0,0,20.3012963,0.516203704,0.486944444,0,-0.509259259,3.871481481,0,0.833333333,9,2,3,1,0,1,0,0,0,3,2,3,0,1,0,1,1,0.4633,33.5563,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N=C1NN=CC(=O)C=C1,3.46685,1.35235,0.97286,2.4973,78.49,-0.2506,-0.0901,0.1605,1116.1127,0.103306,-432.867282,-432.860002,-432.859058,-432.899565,27.295,-1453.244956,-1461.119566,-1468.823494,-1356.751014,10.45583333,10.45583333,0.122314815,-0.203935185,0.476162104,8.888888889,123.115,118.075,123.0432618,46,0,0.198238181,-0.288158627,0.288158627,0.198238181,1.555555556,2.333333333,3.111111111,16.13177545,10.53146581,1.744631332,-1.644329147,1.534972829,-1.989365996,4.855533579,0.956081738,1.965641426,3.505789469,273.5217383,6.690234444,4.587512694,4.587512694,4.2876937,2.38528857,2.38528857,1.519379684,1.519379684,0.79105752,0.79105752,0.41120513,0.41120513,-1.45,123.8354098,5.682450331,2.212180313,1.486816425,50.69651331,0,5.487706951,5.428790392,0,0,0,15.3025026,0,5.098681808,0,0,12.13273414,0,6.196843572,0,0,5.409283606,10.19736362,0,0,0,34.04061224,0,0,10.91649734,0,0,0,10.19736362,0,5.409283606,0,23.12411489,0,0,0,69.6,0,4.794537184,0,10.91649734,0,6.196843572,12.13273414,0,0,10.19736362,5.409283606,0,0,10.45583333,12.69601852,-0.08162037,0,2.640046296,1.123055556,0,0,0,9,2,4,0,0,0,0,1,1,3,2,4,0,0,0,0,1,-0.75063,30.7124,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCc1[nH]nc(n1)O,4.66942,0.80913,0.72096,3.5142,74.41,-0.2292,0.0168,0.246,1573.3677,0.149095,-435.309928,-435.301023,-435.300079,-435.344735,32.201,-1730.324065,-1740.733184,-1750.809096,-1608.672032,8.626215986,8.626215986,0.168101852,-0.168101852,0.606372074,9.888888889,127.147,118.075,127.0745619,50,0,0.332476243,-0.477939684,0.477939684,0.332476243,1.666666667,2.444444444,2.888888889,16.2786179,10.32589452,1.960928505,-1.838077436,1.987586479,-1.838414534,4.913913178,0.432309186,2.165879683,2.613882432,184.0837173,6.690234444,5.255854349,5.255854349,4.325698503,2.928694161,2.928694161,1.832104174,1.832104174,1.006720681,1.006720681,0.633845947,0.633845947,-1.06,147.2798185,6.065944584,2.478332611,1.415072608,52.93737317,5.106527395,5.824404498,0,0,0,6.01046484,5.098681808,0,4.983978521,5.098681808,6.9237372,6.420821623,6.420821623,0,5.106527395,0,0,15.18134214,0,19.76538045,0,5.824404498,0,6.01046484,0,0,6.01046484,0,20.28786953,6.420821623,0,19.16896332,0,0,0,0,61.8,0,0,0,6.01046484,0,18.66604774,0,0,6.9237372,15.18134214,5.106527395,0,0,3.689305556,14.67612339,0,0.74537037,-0.168101852,1.849398148,2.041237717,0,0.6,9,2,4,0,0,0,0,1,1,3,2,4,2,0,0,0,1,0.4628,32.0425,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
